business_id,business_name,city,state,business_avg_stars,categories
RM8JlmXz8hujhcUZIyyg8g,LA Tacos,Doylestown,PA,3.5,"Restaurants, Mexican"
JjUsoFUCDHsEloj6Q83aFA,MilkBoy Coffee,Ardmore,PA,4.0,"Arts & Entertainment, Coffee & Tea, Music Venues, Restaurants, Nightlife, Burmese, Food, Local Flavor"
xrsxGPM30L7-AkB9rPyJVA,Casa Toro Doylestown,Doylestown,PA,3.5,"Salad, Restaurants, Mexican, Sandwiches, Latin American"
EvPF3LA6hRWdwRrCiWPLDQ,Barrow's Gourmet Deli,Tampa,FL,4.5,"Restaurants, Caterers, Delis, Event Planning & Services, Soup, Sandwiches"
1gCKY-dGAFKvZVTkKmjNXg,Pete's Place South Tampa,Tampa,FL,4.0,"Karaoke, American (Traditional), Nightlife, Bars, Seafood, Dive Bars, Restaurants"
hM611cPF2RlyqDHq7NACog,Royal Palace Thai,Tampa,FL,3.5,"Restaurants, Chinese, Vegetarian, Sushi Bars, Thai, Asian Fusion"
w22wji2KXOCF1AS-E36P-A,Domani Bistro Lounge,Tampa,FL,4.5,"Lounges, American (New), Restaurants, Bars, Italian, Nightlife"
9J4qqrpLolBD5RHltigUmQ,The Gathering Place,Lutz,FL,3.0,"Restaurants, Pizza, American (New)"
rW_9aLoDvGnkEaqJTdhiBA,Reservations Bistro,Tampa,FL,4.5,"Delis, Sushi Bars, Do-It-Yourself Food, Food, Italian, American (New), Restaurants"
IhtoO_V7a9iNOew2cszvZQ,Nori Sushi,Philadelphia,PA,4.0,"Restaurants, Sushi Bars, Japanese"
wqpTOjsmogJy7syELpUE0g,La Virgen De Las Nieves,Philadelphia,PA,4.0,"Restaurants, Mexican"
GIAgyEwEQITK7wZI_vhXIA,Bangin' Curry Franklin,Philadelphia,PA,5.0,"Food Trucks, Restaurants, Food Court, Japanese Curry, Street Vendors, Food, Japanese, Food Delivery Services"
2Wmvi5-7LS1iw5UkOuLWlw,Comfort & Floyd,Philadelphia,PA,4.5,"Breakfast & Brunch, Restaurants"
P7anLq0I2xzyEpS9HdpkSA,Hey Hummus,Philadelphia,PA,4.0,"Restaurants, Vegetarian, Middle Eastern, Kebab, Vegan, Breakfast & Brunch, Greek, Kosher, Mediterranean"
zDSZ1o-FYC2U7rrBg_kH7w,Two Eagles Cafe,Philadelphia,PA,4.5,"Breakfast & Brunch, Italian, Food, Mediterranean, Coffee & Tea, Restaurants, Cafes"
-_0w82rV27l51N3ABkCI0A,Prima Pizza Taqueria Mexicana,Philadelphia,PA,4.5,"Pizza, Mexican, Restaurants"
zZQ8Hu2c8hqsJ0Xti20HAw,Freddy's Restaurant,Camden,NJ,4.5,"Spanish, Caribbean, Puerto Rican, Restaurants"
nAqeT12b0GrUTxKbCDVL_Q,Momiji Ramen,Sparks,NV,4.0,"Japanese, Restaurants, Vietnamese"
4QEGPCf_mVTNocM8EKcV-g,Momiji Ramen,Reno,NV,4.0,"Japanese, Restaurants"
GhoKUp8LCHQ5KvXt6IrN2g,Tivoli & Lee,New Orleans,LA,3.0,"Southern, Restaurants, Beer, Wine & Spirits, Food"
b0YICdDCw8Ck6hJPc1Z5HQ,Kanella South,Philadelphia,PA,4.5,"Bars, Restaurants, Greek, Nightlife, Mediterranean"
MOy8qGtBOoJzRnHnv3Y3JQ,Ants Pants on 4th,Philadelphia,PA,4.5,"Coffee & Tea, Restaurants, Breakfast & Brunch, Food"
WEyscOTFMWXEAH5Mloh6AA,NAYA - Philly,Philadelphia,PA,4.5,"Fast Food, Lebanese, Middle Eastern, Restaurants, Mediterranean"
RGzIHIhOIZzsjLRVDvSjRQ,Kinme,Philadelphia,PA,4.5,"Tapas/Small Plates, Japanese, Sushi Bars, Restaurants"
x7gEX6dthpJvoOafV1XHaA,Cook,Philadelphia,PA,4.5,"Adult Education, Specialty Schools, Kitchen Supplies, Restaurants, Cooking Schools, Education, Kitchen & Bath, Home & Garden, Shopping"
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,Philadelphia,PA,4.0,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food"
E68DEJ80TRpOyfrv2WNQlQ,Bonefish Grill,Tampa,FL,3.5,"American (New), Restaurants, Seafood, Bars, Cocktail Bars, Nightlife"
aquQ6A9ywuaM8mP2_5_aFw,The Lure,Tampa,FL,4.0,"Pizza, Restaurants, Sushi Bars, Tapas Bars"
oqP1oQEycpp4J6u5YebRoQ,American Social,Tampa,FL,3.5,"American (Traditional), Restaurants, Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Bars, Nightlife"
p3GEHaXJaofrTWyWW1KXLw,Thai Terrace,Tampa,FL,4.0,"Restaurants, Thai"
6_QyUZW5QNsLlYJXjgmfAg,Ceviche Tapas Bar & Restaurant,Tampa,FL,4.0,"Tapas Bars, Spanish, Basque, Restaurants"
U6PmPJdNMI_dTUPySS5TDg,Fruitwood Standup Market,Tampa,FL,4.5,"Sandwiches, Fast Food, Beverage Store, Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Pizza, Cafes"
8cvkk0HB-F2Irctug1h3SA,Doormét,Tampa,FL,4.5,"Vegan, Gluten-Free, Burgers, Restaurants, American (New), Cafes, Pizza, American (Traditional)"
cg4JFJcCxRTTMmcg9O9KtA,Ava,Tampa,FL,3.5,"Wine Bars, Desserts, Bars, American (New), Nightlife, Restaurants, Italian, Food, Salad, Breakfast & Brunch, Pizza"
Qk5HvQpVC17MaLlVIiThhw,Origami Sushi,Tampa,FL,4.0,"Japanese, Sushi Bars, Restaurants"
BVndHaLihEYbr76Z0CMEGw,Mamas Kitchen,Tampa,FL,4.5,"Sandwiches, Restaurants, American (New), American (Traditional), Breakfast & Brunch"
PFLbYu6MuGr1BbDWb1c0yA,Cracker Barrel Old Country Store,Ferguson,MO,2.5,"Restaurants, Southern, Caterers, Breakfast & Brunch, Event Planning & Services, Comfort Food, American (Traditional)"
qKGIoU3WYuiJx2bSl03Mmg,SanSai Japanese Grill Downtown,Saint Louis,MO,3.5,"Sushi Bars, Restaurants, Japanese"
Q8QuelR9VF6IKBRChgaaRw,Wingstop,Saint Louis,MO,2.0,"Restaurants, Chicken Wings, American (New)"
eclNqAZx6YHlkx_QDBF6AA,Sushi Ai,Saint Louis,MO,4.0,"Sushi Bars, Bars, Restaurants, Nightlife, Japanese"
Fd1UBvHTVzyR2RUqM_lFJA,Rib Shack,Saint Louis,MO,3.5,"Restaurants, Barbeque"
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,Philadelphia,PA,3.5,"Food Delivery Services, Halal, Food, Restaurants, Buffets, Pakistani, Indian"
_RwlMTw9uFeOkfX9Ctf1HA,Dinardo's Famous Crabs,Philadelphia,PA,2.5,"American (Traditional), Food, Restaurants, Seafood"
vUBnjutMeNiBRSB-7o1imQ,Tarka Restaurant,Philadelphia,PA,2.5,"Food, Halal, Indian, Food Delivery Services, Pakistani, Restaurants, Buffets, Asian Fusion"
5ICrDkwtX4ykKOLVJ1tFJA,Kaffa Crossing,Philadelphia,PA,4.0,"Restaurants, Coffee & Tea, Ethiopian, Food, Breakfast & Brunch, Juice Bars & Smoothies"
JEpsrFGIH4ixJJ4q2yUb_A,Godavari,Wilmington,DE,3.5,"Beer, Wine & Spirits, Food, Buffets, Indian, Restaurants, Asian Fusion"
XsfuqDqw9eOaQ_2FCv5MuQ,Masala Kitchen Kati Rolls and Platters,Philadelphia,PA,4.0,"Halal, Restaurants, Indian, Fast Food, Nightlife"
7c6Lbu9iP0dHVvvJA3ajMg,Bianchi's Wine Bar + Kitchen,Tampa,FL,4.5,"Nightlife, Bars, Restaurants, Italian, Wine Bars"
FQduMQtZF8NNo2YsE9DknA,Primebar,Wesley Chapel,FL,3.5,"Breakfast & Brunch, American (New), Nightlife, Restaurants, Bars"
5tLa_hMZjlpuM0tvoKjDGA,La Bamba restaurante,Tampa,FL,4.0,"Cuban, Spanish, Restaurants"
117cztVQvB0ujB7u_wsnqw,Taste of Boston,Tampa,FL,3.5,"Restaurants, Seafood, Fish & Chips, American (Traditional)"
zd4yd841uPIpdY7D-LP3LQ,Mexican Sombrero Bar & Grill,Lutz,FL,3.5,"Bars, Nightlife, Restaurants, Mexican"
UqKBohYGd-6O56HnmI-hzA,Local Public House & Provisions,San Antonio,FL,4.0,"Restaurants, American (New), Gastropubs, Local Flavor, Bars, Nightlife, Sandwiches, Pubs"
UOS2Ef_7g4GX1M11xe_hkQ,Woody's Famous Salads,Tampa,FL,4.5,"Caterers, Event Planning & Services, Cafes, Soup, Wraps, Cafeteria, Restaurants, Salad, Sandwiches"
vio2OwMG_gbw0xFUDIQzog,Copperfish,Tampa,FL,4.0,"Seafood, Live/Raw Food, Restaurants"
tILA8ctsD_OZIcM2IfSyQA,Cafe SiTALY,Wilmington,DE,4.5,"Pizza, Sandwiches, Italian, Restaurants"
htx6Uime2SkiE-zC7hxb-g,Justine,New Orleans,LA,4.0,"Restaurants, Bars, Nightlife, French, Brasseries, Cafes"
jeL2UXjzEqjAj9hXhIdagg,Merchant Bar,Wilmington,DE,4.0,"Cocktail Bars, Tapas Bars, Bars, Nightlife, Restaurants"
Vrer8EaGaCeOGCv86dFK6Q,Dook's Place,Kenner,LA,3.0,"Restaurants, Cajun/Creole, Nightlife, Bars, Seafood"
zVlhs7BVaouutt-rles-YA,Williams Sub Shop,Saint Petersburg,FL,4.5,"Restaurants, Sandwiches"
54JG4umyJ-McjzO2o7yyQw,Paisano's Pizza N Pasta,Saint Petersburg,FL,3.5,"Restaurants, Nightlife, Bars, Pizza, Italian"
Jr90GZ4uthyYp7407eyutQ,Sea Dog Cantina,Gulfport,FL,3.5,"Cocktail Bars, Bars, Mexican, Tapas Bars, Restaurants, Nightlife, Tacos"
8mCzZeiHUUlyPp1Y-z5YYQ,Italia Mia,Saint Petersburg,FL,4.0,"Pizza, Italian, Restaurants"
05UGAUzE88mcPxQ7WnCxQA,Sweet Sage Cafe & Boutique,North Redington Beach,FL,4.5,"Shopping, Restaurants, Breakfast & Brunch, Cafes"
8J3L5wGzJCXHyYFT_GQ6hA,Bone's Pizza Shack,St Pete Beach,FL,4.0,"Chicken Wings, Restaurants, Pizza, Italian"
QIOxYlhQQGX7B_bGvHKdXw,Panera Bread,St Petersburg,FL,3.0,"Soup, Food, Bagels, Restaurants, Breakfast & Brunch, Sandwiches, Salad"
0mLgF2T8wVDj7NFtoRtpQQ,The Wharf,St. Pete Beach,FL,3.5,"Arts & Entertainment, Music Venues, Nightlife, Sports Bars, Bars, Restaurants, Seafood"
gwv2CZD0PqQXB2U6gYmnZg,The Joint St. Pete,Saint Petersburg,FL,4.0,"Bars, Sports Bars, Restaurants, Burgers, Dive Bars, Nightlife"
trWcT4Ssc6roDtFceRa2Dg,DeRusso’s Pizzeria,Tierra Verde,FL,4.0,"Italian, Restaurants, Pizza"
20baIgvnIeTftWukadbMUQ,Memphis Style BBQ,Largo,FL,4.5,"Event Planning & Services, Restaurants, Caterers, Barbeque, Food Stands"
E8vPptotPwJ1eBGu1Vfmyg,Italian Touch,St. Petersburg,FL,4.5,"Restaurants, Italian"
nNlZsWbbGG2sfUZpVOxWIQ,Sohkdii Restaurant,Kenneth City,FL,4.5,"Sushi Bars, Thai, Restaurants, Laotian"
sankqYOVWpYX_T5kGZRRKQ,Shelly's Cafe,Tampa,FL,4.5,"Cafes, Sandwiches, Restaurants, Coffee & Tea, Breakfast & Brunch, American (Traditional), Food"
BMVDzCh3om7pF2_-4TCVsQ,The Vinoy Renaissance St. Petersburg Resort & Golf Club,St. Petersburg,FL,4.0,"Hotels, Breakfast & Brunch, Hotels & Travel, Restaurants, Resorts, Venues & Event Spaces, Nightlife, Event Planning & Services"
jzZVU3StsS2btHnJAtKH1g,The Wheelhouse,Saint Petersburg,FL,4.5,"Nightlife, Bars, Beer Bar, American (New), Pubs, Restaurants"
QMLC0vHvioht4SqbAhoIbg,Smokin' J's BBQ,Gulfport,FL,4.0,"Restaurants, American (Traditional), Barbeque"
a6HKcQXYY2N6-VLsHHDttA,Poppa's BBQ,Clearwater,FL,4.5,"Salad, Sandwiches, Barbeque, Restaurants"
2WHk2XcRYKmoYtgjJWkkWw,Cafe Ten-O-One,Saint Petersburg,FL,3.5,"Restaurants, Diners, American (New), Burgers, American (Traditional), Breakfast & Brunch"
P5kah8pdG34g4zAcp0hS5Q,Central Pizza & Subs,Saint Petersburg,FL,3.0,"Pizza, Food Delivery Services, Food, Restaurants"
LlGHv3iqPsLc2clOwE8qug,Angry Pepper  Waterside,Madeira Beach,FL,4.0,"Food, Restaurants, Sandwiches, Nightlife, Barbeque, Caribbean, American (New), American (Traditional), Bars, Southern, Smokehouse, Tex-Mex"
5Y_TiS_KJAgJMf9ZiKutEQ,Jungle Prada Tavern,Saint Petersburg,FL,3.5,"Salad, Bars, Pubs, Food, Restaurants, Pizza, Nightlife"
BQUyn-NDrIHI1Ke7C6tV2Q,Luckie B's,Saint Petersburg,FL,3.0,"Barbeque, Restaurants"
OeL51BtqHdORVqqjNT4YNw,Pete Sushi & Poke,Madeira Beach,FL,5.0,"Poke, Food, Restaurants, Sushi Bars"
Mnm3AwmQ0gpInsDB9pb8bg,Kay's Family Restaurant,St Petersburg,FL,3.5,"Breakfast & Brunch, American (Traditional), Restaurants, American (New)"
LWlYV_Mruu8YyO8y95hs_A,Chick-fil-A,Saint Petersburg,FL,4.0,"Fast Food, Caterers, Restaurants, Chicken Wings, Event Planning & Services, Chicken Shop"
7uAW-xNz6z72LEuo2IZeOw,Toasted Monkey,St Pete Beach,FL,3.5,"Sports Bars, American (Traditional), Seafood, American (New), Adult Entertainment, Nightlife, Burgers, Bars, Restaurants"
c6aGzGCRM2Ok-iOVBAFwqQ,R Bar Treasure Island,Treasure Island,FL,3.5,"Breakfast & Brunch, Bars, American (Traditional), Restaurants, Nightlife"
8MzF1Tlgz0pOkxmhP5dYzA,El Cap Restaurant,St. Petersburg,FL,3.5,"American (Traditional), Burgers, Restaurants"
i-KD2ru_CLkCCufOFWR5Mg,Positano's,Palm Harbor,FL,4.0,"Italian, Restaurants"
Af9BE-7_G0Vr5xL2T0FOug,ShrimpWrecked,Tarpon Springs,FL,4.0,"Nightlife, Cajun/Creole, Restaurants, Bars, Seafood"
gw2KNhsl8KjuOO1r81Rd0g,Casa Mama Lolita,Dunedin,FL,4.5,"Restaurants, Mexican"
PrRZhBIzflSYeNd8LTllOA,China One,Palm Harbor,FL,4.0,"Chinese, Restaurants"
tmB7B9n_9ZW-I7-ONaAG9A,Cafe Cibo,St Petersburg,FL,4.0,"Event Planning & Services, Italian, Caterers, Restaurants"
89HhrS0QIIZfLM9Qn3c0mA,Red Lobster,Saint Petersburg,FL,2.5,"Restaurants, American (Traditional), Seafood"
RTOIDrDonj9tgYHHSTuu-g,Thai Wok,Saint Petersburg,FL,4.0,"Thai, Restaurants"
9ouyziwYpSvJzlLFpukSgA,Chipotle Mexican Grill,Pinellas Park,FL,3.0,"Mexican, Fast Food, Restaurants"
dHeJu6fpBBa1noFff1H7lQ,Goodfellas Pizzeria & Wings,St. Petersburg,FL,2.5,"Food, Restaurants, Sandwiches, Pizza"
-b7A7e2zh3CDTpgChRoRKw,Thailand Restaurant,Tampa,FL,4.0,"Restaurants, Thai"
aROWvF8ltWk6LLNO62haag,Biryani Bowl Indian Cuisine,Philadelphia,PA,4.0,"Asian Fusion, Halal, Restaurants, Vegetarian, Indian, Food, Food Delivery Services"
JtAyaKWwnax-Ag20WXW10Q,Mt. Airy Deli,Philadelphia,PA,4.0,"Cheesesteaks, Breakfast & Brunch, Restaurants, Delis"
JTyWb-8XI13YfjwlDv8E1Q,Chennai Corner,King of Prussia,PA,3.5,"Restaurants, Indian, Halal, Vegetarian"
tJH6fNXoMkgWRyN_Y76eZg,New China Court,Philadelphia,PA,3.5,"Restaurants, Chinese"
D2OcZHMkznF5bbelwZ7TPw,Molly Malloy's,Philadelphia,PA,4.0,"American (New), Breakfast & Brunch, Gastropubs, Restaurants"
51DGUAxhAw5Tg56Sg3QLvg,Mario's Pizza,Philadelphia,PA,3.0,"Restaurants, Pizza, Sandwiches"
VeI2ipPWyFCsUMU_fnP8qQ,Roberts Block Restaurant & Bar,Glenside,PA,4.0,"Bars, Nightlife, Gastropubs, Restaurants, Seafood, American (Traditional), Burgers"
-qpFT-RgBE2QXVcSjq57lQ,Spanish Island Restaurant,Philadelphia,PA,3.0,"Restaurants, Spanish"
gwxNttwUgmOn3vsHYe0pDQ,OCF Coffee House,Philadelphia,PA,4.0,"Restaurants, Coffee & Tea, Gluten-Free, Food, Bagels"
p9Dd6AjOawHGGzcUntYr-A,Pho & Cafe Saigon,Philadelphia,PA,3.5,"Food, Restaurants, Vietnamese, Ethnic Food, Specialty Food"
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,Philadelphia,PA,4.0,"Restaurants, American (New), Burgers, Breakfast & Brunch, Sandwiches"
AEAW8IkEQv8wV6lXKfx06w,Hibachi Express,Philadelphia,PA,4.5,"Seafood, Asian Fusion, Chicken Wings, Restaurants, Teppanyaki, Salad, Poke, Japanese, Food"
3wxKriseiH9Isp5xmyBupw,The Black Taxi,Philadelphia,PA,4.0,"Nightlife, Irish, Irish Pub, Bars, Restaurants, American (New)"
Vcn_cuQNKRF0eQ16TXVaXQ,The Night Kitchen,Philadelphia,PA,4.5,"Shopping, Bakeries, Restaurants, Desserts, Breakfast & Brunch, Home & Garden, Food, Kitchen & Bath, Specialty Food"
_PPUbawFEpU6S28hieLMEQ,Cajun Persuasion Seafood Market & Poboys,Metairie,LA,4.0,"Cheesesteaks, Restaurants, Cajun/Creole, Food, Food Delivery Services, Seafood"
HtEd7ZDKlR0nQZbc_QWn0A,South Street Pizzeria,Philadelphia,PA,1.5,"Restaurants, Pizza"
hbMdRhc3jXWIJ_beCmIrhg,Batch,New Orleans,LA,4.0,"Lounges, Arts & Entertainment, Jazz & Blues, Cajun/Creole, Restaurants, Bars, Cocktail Bars, Nightlife, American (Traditional), Local Flavor, Food, American (New), Beer, Wine & Spirits"
DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,Philadelphia,PA,3.5,"Breakfast & Brunch, American (New), Restaurants"
8OMerSx6en6MgHYg3E89ZA,La Vecchia Italian Restaurant,Reno,NV,4.0,"Restaurants, Italian"
1XlT3ELRG2g2LA5zsxkWWA,Cajun Seafood,New Orleans,LA,4.0,"Restaurants, Seafood, Local Flavor"
egDsfkn6ZYrYRnlGe4I94g,FinBomb Sushi Burrito & Poke Bar,Reno,NV,4.0,"Food, Restaurants, Sushi Bars, Japanese, Poke"
-kAaeJxXCtLNAo3DosoXXA,The Burg Diner,Saint Petersburg,FL,4.0,"Diners, Restaurants"
HJe8eEH5qXRjQMAh1VfV_w,Kobe Japanese Steakhouse,St. Petersburg,FL,4.5,"Japanese, Steakhouses, Restaurants, Sushi Bars, Teppanyaki"
mbDqYJJhjkRMMol37QSLzw,Steak ’n Shake,St. Petersburg,FL,2.0,"Restaurants, Diners, Fast Food, American (New), Juice Bars & Smoothies, Breakfast & Brunch, Steakhouses, Food, Burgers, American (Traditional)"
zwBOs4n8wfO6Ccg6G5c5hw,Hiro's Tokyo Steakhouse & Sushi Bar,St. Petersburg,FL,2.5,"Lounges, Restaurants, Bars, Sushi Bars, Nightlife, Steakhouses"
LkPcyptODtwbNcXn8a7TgA,Applebee's Grill + Bar,Clearwater,FL,2.5,"Bars, Restaurants, Chicken Wings, Burgers, Nightlife, Steakhouses, American (Traditional), Sports Bars"
T6UKhXCXpFudfBII7ck7ng,Daiquiri Shak Raw Bar & Grille,Madeira Beach,FL,3.5,"Restaurants, Sports Bars, American (New), Nightlife, American (Traditional), Bars"
9meRwt44H_DQ_73G91q9rQ,Sushi Wave,Pinellas Park,FL,4.0,"Sushi Bars, Restaurants"
VyVRY6yZ3qD2g-kSbqYerQ,Osaka Sushi & Thai,Seminole,FL,3.5,"Sushi Bars, Restaurants"
QBbK9CuhCUG9NpHmypmoyA,Acropol Family Restaurant,Largo,FL,4.0,"Restaurants, Greek, Diners, Breakfast & Brunch"
nFjk0xVI9fNiVN__5g-m8Q,Ichicoro Ane,Saint Petersburg,FL,4.0,"Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars"
lnOOkEpKqmXt_oU-4cRKyQ,Leah's Kitchen,Kenner,LA,3.5,"Restaurants, Cajun/Creole"
bGITrkWR3bNTuQDBvngNHA,Athenian Garden,Saint Petersburg,FL,4.0,"Greek, Restaurants"
PwkWZBL_FLDMheTnvg8zkg,Umi,Chalmette,LA,3.5,"Sushi Bars, Asian Fusion, Japanese, Restaurants"
WPyR3UrtsAkHLlNWqU-hsw,Cuban Mexican Restaurant,Clearwater,FL,3.5,"Mexican, Event Planning & Services, Caterers, Breakfast & Brunch, Cuban, Food, Coffee & Tea, Sandwiches, Restaurants"
zc2YMtL1HlHv34yJ8AsLWg,Joto's Pizza - Seminole,Seminole,FL,3.5,"Pizza, Restaurants, Food Delivery Services, Food, Italian"
WeisR1JbgA82LlSdvFpylg,The Wooden Rooster,Seminole,FL,3.5,"Breakfast & Brunch, Sandwiches, Restaurants, Creperies"
W_ZVpK3GCRRmQCvPQAhj2g,Mahuffer's,Indian Rocks Beach,FL,4.0,"Barbeque, Nightlife, Food, Tiki Bars, Bars, Restaurants, Beer, Wine & Spirits, Dive Bars"
pW4ifTEbQJACvXvIzY1fHA,Shawarma on the Run,Kenner,LA,4.5,"Mediterranean, Restaurants"
jwhehZsAlBa6_noZmprzpQ,Ha Long Bay & The Spot,Largo,FL,4.0,"Vietnamese, Restaurants, Sushi Bars"
7v51SIyxTPyfee_Wt0efbg,Willy's Burgers & Booze,St. Pete Beach,FL,4.0,"Burgers, Restaurants, Nightlife, Bars"
J_RXc0Rg6JawwhbqYg_Kdw,Caddy's Indian Shores,Indian Shores,FL,3.5,"Music Venues, Pubs, Nightlife, Restaurants, Salad, Arts & Entertainment, Breakfast & Brunch, Bars, Seafood"
ICqgjbOpBD9SUtE5PQC9sA,Captain Bill's Oyster Bar,Treasure Island,FL,4.0,"American (New), Cocktail Bars, Seafood, Bars, Restaurants, Nightlife"
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,Hernando Beach,FL,4.0,"Nightlife, Seafood, Bars, Restaurants, American (Traditional)"
NpdEroh0WRNfkNrJ7J9Nqg,FlameStone American Grill,New Port Richey,FL,4.0,"Bars, American (New), Restaurants, American (Traditional), Nightlife, Cocktail Bars, Steakhouses"
7BOX1QyL9mpLcyE4viEXuQ,Pipo's The Original Cuban Cafe,St. Petersburg,FL,4.0,"Restaurants, Spanish, Cuban"
9EHNFdx0KP7FKAshGKEeGw,El Paso Mexican Grill,Chalmette,LA,3.0,"Mexican, Restaurants"
E7MXV4SttBtCmcZC9mnVYw,Pirates Pub & Grub,Madeira Beach,FL,4.0,"American (Traditional), Restaurants"
pOShvapemo3TgL6-GbZ1VA,Capo De Monte Italian Market,Seminole,FL,4.5,"Italian, Grocery, Restaurants, Delis, Event Planning & Services, Food, Beer, Wine & Spirits, Specialty Food, Caterers"
0oogOBGXNj39Wnl2SKoe0w,Breakfast Club,Port Richey,FL,4.5,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food"
iTUOSsXRZcJxPkNrobrG_Q,Manos Bakery Cafe,Clearwater,FL,4.5,"Sandwiches, Food, Restaurants, Bakeries"
oeniO-T76rAXdxiSoeY2Zw,McCabe's Restaurant,Clearwater,FL,3.0,"Restaurants, Event Planning & Services, Food, American (New), Caterers"
7YhP5rzY9iVb5tU25SdvJA,Einstein Bros. Bagels,Palm Harbor,FL,2.5,"Food, Bagels, American (New), Restaurants, Sandwiches, Breakfast & Brunch, Juice Bars & Smoothies"
J2BU4_VsgmnYVHNCcrizjw,Fat Cat Tavern,Largo,FL,3.5,"Sports Bars, Seafood, American (New), American (Traditional), Restaurants, Nightlife, Bars"
Njviaf4vSFDkFZMHzCuyLA,Cafe Classico Express,Largo,FL,4.5,"Italian, Restaurants, Sandwiches, Pizza"
IhWg_9ceUBP1z7fvxlA9Uw,Frida's Cafe & Bakery,Largo,FL,4.0,"Desserts, Food, Cafes, Bakeries, Restaurants"
XtauQshG2prtVwTuQJB9Qw,Little Greek Fresh Grill,New Port Richey,FL,4.0,"Greek, Restaurants"
RPx5kihFmtHgHRSPsPVC8Q,Coffee Mill,Largo,FL,4.5,"Coffee & Tea, Food, Restaurants"
jdTEcByGKquX78P_Wayv-g,Bob Evans,Clearwater,FL,3.5,"Hotels & Travel, Event Planning & Services, Caterers, American (Traditional), Salad, Restaurants, Comfort Food, Bed & Breakfast, Breakfast & Brunch"
YTuvqfE-3mPb2TtzmiY8Pw,PJs Brick Oven Pizza - Spring Hill,Spring Hill,FL,3.5,"Pizza, Food Delivery Services, Restaurants, Specialty Food, Salad, Pasta Shops, Food"
LdiNRhW7nBqHub1d3Q4cOw,McDonald's,Clearwater,FL,3.0,"Coffee & Tea, Restaurants, Fast Food, Burgers, Food"
eA00YvQzH7B-lbQu8L6M5g,Natalie's Restaurant,Hudson,FL,4.0,"Restaurants, Breakfast & Brunch, Sandwiches"
gZMlo2_oCJ8D6tNiu1tyMw,Burger King,Clearwater,FL,2.0,"Restaurants, Burgers, Fast Food"
GVLPzKS9AMOyVBHq0DYiGg,Joes Farm Fresh Produce Market,Oldsmar,FL,4.5,"Farmers Market, Food, Specialty Food, Delis, Fruits & Veggies, Restaurants, Vegan, Grocery, Organic Stores, International Grocery"
bGY64084bu14qyZCBIzY9g,Bob Evans,Port Richey,FL,3.0,"American (Traditional), Bed & Breakfast, Breakfast & Brunch, Salad, Hotels & Travel, Comfort Food, Restaurants"
BXqCw4xZwDNJJ-r5T-G6rA,Friendly Fisherman Restaurant,Madeira Beach,FL,3.0,"Seafood, Restaurants"
_CiHgyberxXTWcctuziNgA,Sweet Tomatoes,Port Richey,FL,4.0,"Restaurants, Buffets, Salad, Soup, Vegetarian"
u2qTulzqdwDWEEirLv-EfQ,Glory Days Grill,Palm Harbor,FL,3.5,"American (Traditional), Restaurants"
Bx99-hT49G87I9S1V_6ikQ,McDonald's,Palm Harbor,FL,1.5,"Restaurants, Coffee & Tea, Fast Food, Burgers, Food"
laIi1mYcEBif7cU8A_kLew,Outback Steakhouse,Largo,FL,3.0,"Steakhouses, Restaurants"
L5x8FH4G7mvYIEGjvLhUCA,PDQ Clearwater,Clearwater,FL,3.5,"Salad, Chicken Shop, Fast Food, Restaurants, Sandwiches"
RhBsbZ8N_bSH-jD9X9FFZg,First Watch,Palm Harbor,FL,4.0,"Restaurants, Breakfast & Brunch, Cafes, American (Traditional)"
gVLgBpqnqKiS6qAt0ZrEGw,DeLosa's Pizza & Italian Restaurant,Largo,FL,3.5,"Pizza, Restaurants, Italian, Chicken Wings"
AgRp84lRUlo_DoT_kOawCA,McDonald's,Largo,FL,2.0,"Restaurants, Fast Food, Coffee & Tea, Food, Burgers"
zOvEETjGL7BjkwOt3qvsBA,Ward's Seafood Market,Clearwater,FL,4.0,"Caterers, Food, Event Planning & Services, Restaurants, Seafood, Specialty Food, Seafood Markets"
gg21fi-cXC0xAk9LefGDVg,Chatterbox North Family Restaurant,Palm Harbor,FL,4.0,"Restaurants, American (Traditional), Breakfast & Brunch, Diners"
tGHdmDBPOR_vWoHSRFICcQ,Quaker Steak & Lube,Clearwater,FL,3.5,"Chicken Wings, Restaurants, American (Traditional), Burgers"
HVByL7reOx_KSclAraqnew,Country Boy Family Restaurant,Dunedin,FL,3.5,"American (New), Restaurants"
IDU-TR01EtRLCMvI_CcOyQ,First Watch,Clearwater,FL,4.0,"Cafes, Breakfast & Brunch, Restaurants, American (Traditional), American (New)"
